query,name,category,sub_category,sub_genre,productDescription,all_text,scores,scores_model_mxbai-rerank-xsmall-v1,scores_model_mxbai-rerank-large-v1,scores_model_mxbai-rerank-base-v1,scores_model_MiniLM,scores_model_jina-reranker-v1-turbo-en,scores_model_jina-reranker-v1-tiny-en,scores_model_bge-reranker-base
straps,Galaxy S21 FE 5G Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,S21 FE 5G Silicone Cover with Navy Strap (EF-GG990TNEGIN) - Explore the specification & offers of this product. Know more about Samsung mobile cover online.,Galaxy S21 FE 5G Silicone Cover with Strap Mobile Mobile Accessories Cases S21 FE 5G Silicone Cover with Navy Strap (EF-GG990TNEGIN) - Explore the specification & offers of this product. Know more about Samsung mobile cover online.,1.0268344,0.35883397,0.0566826,0.10147894,1.0268344,0.26947537,0.6455315,0.3691696
straps,Galaxy Z Flip3 5G Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,"Galaxy Z Flip3 5G Silicone Cover with Strap (EF-GF711TNEGIN) - Explore the benefits, features & offers of this product and buy best mobile covers here.","Galaxy Z Flip3 5G Silicone Cover with Strap Mobile Mobile Accessories Cases Galaxy Z Flip3 5G Silicone Cover with Strap (EF-GF711TNEGIN) - Explore the benefits, features & offers of this product and buy best mobile covers here.",1.1013384,0.3713302,0.06717789,0.0922452,1.1013384,0.26754472,0.6394223,0.5366696
straps,Galaxy S22 Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,"Galaxy S22 Silicone Cover with Strap (EF-GS901TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.","Galaxy S22 Silicone Cover with Strap Mobile Mobile Accessories Cases Galaxy S22 Silicone Cover with Strap (EF-GS901TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.",1.8379664,0.4091003,0.06462531,0.086818546,1.8379664,0.2794256,0.6793086,0.6065256
straps,Galaxy S22+ Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,"Galaxy S22+ Silicone Cover with Strap (EF-GS906TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.","Galaxy S22+ Silicone Cover with Strap Mobile Mobile Accessories Cases Galaxy S22+ Silicone Cover with Strap (EF-GS906TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.",1.7562859,0.40544322,0.06426004,0.08717009,1.7562859,0.29014134,0.68041736,0.5999747
straps,Galaxy A53 5G Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,"Galaxy A53 5G Silicone Cover with Strap (EF-GA536TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.","Galaxy A53 5G Silicone Cover with Strap Mobile Mobile Accessories Cases Galaxy A53 5G Silicone Cover with Strap (EF-GA536TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.",1.9963517,0.39377084,0.05587255,0.106317595,1.9963517,0.3186307,0.69651085,0.70453936
straps,Galaxy A33 5G Slim Strap Cover,Mobile,Mobile Accessories,Cases,Buy Galaxy A33 5G Slim Strap Cover(EF-XA336CBEG) online. Get your new Galaxy A33 5G mobile Cover with best price & offers at Samsung India.,Galaxy A33 5G Slim Strap Cover Mobile Mobile Accessories Cases Buy Galaxy A33 5G Slim Strap Cover(EF-XA336CBEG) online. Get your new Galaxy A33 5G mobile Cover with best price & offers at Samsung India.,1.4225707,0.27484864,0.029191654,0.07349667,1.4225707,0.2554513,0.614394,0.31475613
microwave ovens,"32L, Masala & SunDry™, Convection Microwave Oven, MC32K7056CH",Home Appliances,Microwave Ovens,Convection,"Buy 32L, Masala & Sundry™, Convection Microwave Oven Mc32K7056Ch/Tl Check Out All The Specs, Price And Shop Best Microwave Oven Only At Samsung India.","32L, Masala & SunDry™, Convection Microwave Oven, MC32K7056CH Home Appliances Microwave Ovens Convection Buy 32L, Masala & Sundry™, Convection Microwave Oven Mc32K7056Ch/Tl Check Out All The Specs, Price And Shop Best Microwave Oven Only At Samsung India.",3.9809084,0.850349,0.92162776,0.8427252,3.9809084,0.5338576,0.89652634,0.9962884
microwave ovens,"28L Masala & SunDry™, Convection Microwave Oven, MC28M6036CH",Home Appliances,Microwave Ovens,Convection,"Buy 28L Masala & Sundry™, Convection Microwave Oven, Mc28M6036Ch/Tl Check Out All The Specs, Price And Shop Best Microwave Oven Only At Samsung India.","28L Masala & SunDry™, Convection Microwave Oven, MC28M6036CH Home Appliances Microwave Ovens Convection Buy 28L Masala & Sundry™, Convection Microwave Oven, Mc28M6036Ch/Tl Check Out All The Specs, Price And Shop Best Microwave Oven Only At Samsung India.",3.5570748,0.852862,0.927065,0.84294605,3.5570748,0.5325649,0.8861641,0.99411714
microwave ovens,"32 L SlimFry™, Convection Microwave Oven, MC32A7035CT",Home Appliances,Microwave Ovens,Convection,"Buy Convection NWO with slim fry (MC32A7035CT/TL). Explore features, price & offers. Shop Microwave Ovens at Samsung India.","32 L SlimFry™, Convection Microwave Oven, MC32A7035CT Home Appliances Microwave Ovens Convection Buy Convection NWO with slim fry (MC32A7035CT/TL). Explore features, price & offers. Shop Microwave Ovens at Samsung India.",4.0068197,0.7619523,0.92554873,0.74167824,4.0068197,0.5075378,0.8923125,0.99494076
microwave ovens,"28 L Curd Any Time, Convection Microwave Oven, MC28A5013AK",Home Appliances,Microwave Ovens,Convection,"Buy 28L Convection Microwave Oven (MC28A5013AK). with Curd Any Time, Greater Flexibility. Shop Microwave Ovens at Samsung India.","28 L Curd Any Time, Convection Microwave Oven, MC28A5013AK Home Appliances Microwave Ovens Convection Buy 28L Convection Microwave Oven (MC28A5013AK). with Curd Any Time, Greater Flexibility. Shop Microwave Ovens at Samsung India.",3.6118557,0.88633126,0.9482041,0.8882308,3.6118557,0.5277891,0.8851823,0.99460393
microwave ovens,"28L HotBlast™, Convection Microwave Oven, MC28M6035QS",Home Appliances,Microwave Ovens,Convection,"Buy 28L Convection Microwave Oven (MC28M6035QS) with Curd Any Time, Slim fry, Ecomode. Shop Microwave Ovens at Samsung India.","28L HotBlast™, Convection Microwave Oven, MC28M6035QS Home Appliances Microwave Ovens Convection Buy 28L Convection Microwave Oven (MC28M6035QS) with Curd Any Time, Slim fry, Ecomode. Shop Microwave Ovens at Samsung India.",4.651746,0.88614243,0.951139,0.94373316,4.651746,0.5802943,0.90917945,0.9950789
microwave ovens,"23 L Quick Defrost, Solo Microwave Oven, MS23A3513AK",Home Appliances,Microwave Ovens,Solo,"Buy 23L Solo Microwave Oven (MS23A3513AK/TL) with Quick Defrost, Eco Mode, Ceramic Inside. Shop microwave oven at Samsung India.","23 L Quick Defrost, Solo Microwave Oven, MS23A3513AK Home Appliances Microwave Ovens Solo Buy 23L Solo Microwave Oven (MS23A3513AK/TL) with Quick Defrost, Eco Mode, Ceramic Inside. Shop microwave oven at Samsung India.",3.3353271,0.8577202,0.9578418,0.8449592,3.3353271,0.5008941,0.8947322,0.99647576
microwave ovens,"32 L Wi-Fi enabled Bespoke Convection Microwave Oven, MC32B7382QC",Home Appliances,Microwave Ovens,Convection,"Buy Convection MWO with Smart Control, Wide Grill (MC32B7382QC/TL). Explore features, price & offers. Shop Microwave Ovens at Samsung India.","32 L Wi-Fi enabled Bespoke Convection Microwave Oven, MC32B7382QC Home Appliances Microwave Ovens Convection Buy Convection MWO with Smart Control, Wide Grill (MC32B7382QC/TL). Explore features, price & offers. Shop Microwave Ovens at Samsung India.",4.3231993,0.75605696,0.9444294,0.46178424,4.3231993,0.54542553,0.9148681,0.9961612
microwave ovens,"23 L Grill Fry, Grill Microwave Oven, MG23A3515AK",Home Appliances,Microwave Ovens,Grill,"Buy 23L Grill Microwave Oven (MG23A3515AK/TL) with Grill Heater, quick defrost, Eco mode. Shop Microwave Oven at Samsung India.","23 L Grill Fry, Grill Microwave Oven, MG23A3515AK Home Appliances Microwave Ovens Grill Buy 23L Grill Microwave Oven (MG23A3515AK/TL) with Grill Heater, quick defrost, Eco mode. Shop Microwave Oven at Samsung India.",3.793345,0.83091646,0.8881048,0.8208589,3.793345,0.40968195,0.84500754,0.9911288
microwave ovens,"32L Masala & SunDry™, Convection Microwave Oven, MC32A7056CK",Home Appliances,Microwave Ovens,Convection,"Buy 32L Convection microwave (MC32A7056CK/TL). Explore features, specs, price & offers. Shop Microwave Ovens at Samsung India.","32L Masala & SunDry™, Convection Microwave Oven, MC32A7056CK Home Appliances Microwave Ovens Convection Buy 32L Convection microwave (MC32A7056CK/TL). Explore features, specs, price & offers. Shop Microwave Ovens at Samsung India.",4.458302,0.8297302,0.9458041,0.8260983,4.458302,0.5465019,0.9106754,0.99533266
microwave ovens,"28 L Masala & SunDry™, Convection Microwave Oven, MC28A6036QK",Home Appliances,Microwave Ovens,Convection,"Buy 28L Convection Microwave Oven (MC28A6036QK) with Masala and sundry Mode, HotBlast. Shop Microwave Ovens at Samsung India.","28 L Masala & SunDry™, Convection Microwave Oven, MC28A6036QK Home Appliances Microwave Ovens Convection Buy 28L Convection Microwave Oven (MC28A6036QK) with Masala and sundry Mode, HotBlast. Shop Microwave Ovens at Samsung India.",4.3410635,0.88606304,0.9634402,0.8686134,4.3410635,0.5569221,0.9045032,0.99622077
microwave ovens,"28L Moisture Sensor, Convection Microwave Oven, MC28A5145VK",Home Appliances,Microwave Ovens,Convection,"Buy 28L Convection MWO with Moisture Sensor, MC28A5145VK. Explore features, price & offers. Shop Microwave Ovens at Samsung India.","28L Moisture Sensor, Convection Microwave Oven, MC28A5145VK Home Appliances Microwave Ovens Convection Buy 28L Convection MWO with Moisture Sensor, MC28A5145VK. Explore features, price & offers. Shop Microwave Ovens at Samsung India.",3.7314835,0.7775754,0.9474155,0.84161365,3.7314835,0.50654536,0.8719545,0.9923004
microwave ovens,"21L Curd Making, Convection Microwave Oven, CE76JD-B1",Home Appliances,Microwave Ovens,Convection,"Buy 21L Convection Microwave Oven (CE76JD-B1) with Triple Distribution System, Curd Anytime. Buy Microwave Ovens at Samsung India.","21L Curd Making, Convection Microwave Oven, CE76JD-B1 Home Appliances Microwave Ovens Convection Buy 21L Convection Microwave Oven (CE76JD-B1) with Triple Distribution System, Curd Anytime. Buy Microwave Ovens at Samsung India.",3.7141867,0.89011693,0.8993642,0.773262,3.7141867,0.5667368,0.8730621,0.99302703
microwave ovens,"28L SlimFry™, Convection Microwave Oven, MC28H5025VR",Home Appliances,Microwave Ovens,Convection,"Buy 28 L Convection Microwave Oven MC28H5025VK. Explore features, price & offers. Shop Microwave Ovens at Samsung India.","28L SlimFry™, Convection Microwave Oven, MC28H5025VR Home Appliances Microwave Ovens Convection Buy 28 L Convection Microwave Oven MC28H5025VK. Explore features, price & offers. Shop Microwave Ovens at Samsung India.",3.7000394,0.8344608,0.96022826,0.88656104,3.7000394,0.52317834,0.9037303,0.99533576
microwave ovens,"28 L SlimFry™, Convection Microwave Oven, MC28A5025VS",Home Appliances,Microwave Ovens,Convection,"Buy 28L Convection Microwave (MC28A5025VS/TL). Explore features, specs, price & offers. Shop Microwave Ovens at Samsung India.","28 L SlimFry™, Convection Microwave Oven, MC28A5025VS Home Appliances Microwave Ovens Convection Buy 28L Convection Microwave (MC28A5025VS/TL). Explore features, specs, price & offers. Shop Microwave Ovens at Samsung India.",4.4243994,0.8259906,0.9626117,0.8706334,4.4243994,0.5229319,0.90558934,0.99282974
microwave ovens,"21L Ceramic Enamel Cavity, Convection Microwave Oven, CE73JD1",Home Appliances,Microwave Ovens,Convection,"Buy 21L Convection Microwave Oven (CE73JD1) with Triple Distribution System, Pattern Design. Buy Microwave Ovens at Samsung India.","21L Ceramic Enamel Cavity, Convection Microwave Oven, CE73JD1 Home Appliances Microwave Ovens Convection Buy 21L Convection Microwave Oven (CE73JD1) with Triple Distribution System, Pattern Design. Buy Microwave Ovens at Samsung India.",4.2194867,0.8577242,0.9495366,0.91019523,4.2194867,0.5688016,0.89288574,0.99325
microwave ovens,"28L Smart Oven with Moisture Sensor, MC28A5145VR",Home Appliances,Microwave Ovens,Convection,"Buy 28L Smart Oven With Moisture Sensor Mc28A5145Vr/Tl Check Out All The Specs, Price And Shop Best Microwave Oven Only At Samsung India.","28L Smart Oven with Moisture Sensor, MC28A5145VR Home Appliances Microwave Ovens Convection Buy 28L Smart Oven With Moisture Sensor Mc28A5145Vr/Tl Check Out All The Specs, Price And Shop Best Microwave Oven Only At Samsung India.",3.1913145,0.8091193,0.89312786,0.85472107,3.1913145,0.4756603,0.81317306,0.9699303
microwave ovens,"28L Smart Oven with Moisture Sensor, MC28A5147VK",Home Appliances,Microwave Ovens,Convection,"Buy 28L Smart Oven With Moisture Sensor, Mc28A5147Vk/Tl Check Out All The Specs, Price And Shop Best Microwave Oven Only At Samsung India.","28L Smart Oven with Moisture Sensor, MC28A5147VK Home Appliances Microwave Ovens Convection Buy 28L Smart Oven With Moisture Sensor, Mc28A5147Vk/Tl Check Out All The Specs, Price And Shop Best Microwave Oven Only At Samsung India.",3.4959667,0.7967014,0.8728184,0.8444186,3.4959667,0.47484714,0.8236171,0.9700721
microwave ovens,"21 L Ceramic Enamel Cavity, Convection Microwave Oven, CE73JD-B1",Home Appliances,Microwave Ovens,Convection,"Buy 21L Convection Microwave Oven (CE73JD-B1) with Triple Distribution System, Pattern Design. Buy Microwave Ovens at Samsung India.","21 L Ceramic Enamel Cavity, Convection Microwave Oven, CE73JD-B1 Home Appliances Microwave Ovens Convection Buy 21L Convection Microwave Oven (CE73JD-B1) with Triple Distribution System, Pattern Design. Buy Microwave Ovens at Samsung India.",4.080828,0.85130304,0.9458381,0.8919152,4.080828,0.5724652,0.90195304,0.99429023
microwave ovens,"28L Fruit Dry, Masala & SunDry™, Convection Microwave Oven, MC28M6036CC",Home Appliances,Microwave Ovens,Convection,"Buy 28L Convection Microwave Oven MC28M6036CC. Explore 28L Convection Microwave Oven including prices, offers, specifications & shop at Samsung India.","28L Fruit Dry, Masala & SunDry™, Convection Microwave Oven, MC28M6036CC Home Appliances Microwave Ovens Convection Buy 28L Convection Microwave Oven MC28M6036CC. Explore 28L Convection Microwave Oven including prices, offers, specifications & shop at Samsung India.",3.0230808,0.7515142,0.9276076,0.8425588,3.0230808,0.5191603,0.8948028,0.99431735
microwave ovens,"28 L SlimFry™, Convection Microwave Oven, MC28H5025QB",Home Appliances,Microwave Ovens,Convection,"Buy 28L Convection Microwave Oven MC28H5025QB. Explore 28L Convection Microwave Oven including prices, offers, specifications & shop at Samsung India.","28 L SlimFry™, Convection Microwave Oven, MC28H5025QB Home Appliances Microwave Ovens Convection Buy 28L Convection Microwave Oven MC28H5025QB. Explore 28L Convection Microwave Oven including prices, offers, specifications & shop at Samsung India.",3.2255847,0.7597273,0.9532012,0.8673753,3.2255847,0.51114416,0.8992832,0.9908976
solo microwave ovens,"23 L Quick Defrost, Solo Microwave Oven, MS23A3513AK",Home Appliances,Microwave Ovens,Solo,"Buy 23L Solo Microwave Oven (MS23A3513AK/TL) with Quick Defrost, Eco Mode, Ceramic Inside. Shop microwave oven at Samsung India.","23 L Quick Defrost, Solo Microwave Oven, MS23A3513AK Home Appliances Microwave Ovens Solo Buy 23L Solo Microwave Oven (MS23A3513AK/TL) with Quick Defrost, Eco Mode, Ceramic Inside. Shop microwave oven at Samsung India.",8.3209305,0.9609602,0.9821217,0.9430137,8.3209305,0.80086887,0.94895774,0.999337
solo microwave ovens,"23 L Grill Fry, Grill Microwave Oven, MG23A3515AK",Home Appliances,Microwave Ovens,Grill,"Buy 23L Grill Microwave Oven (MG23A3515AK/TL) with Grill Heater, quick defrost, Eco mode. Shop Microwave Oven at Samsung India.","23 L Grill Fry, Grill Microwave Oven, MG23A3515AK Home Appliances Microwave Ovens Grill Buy 23L Grill Microwave Oven (MG23A3515AK/TL) with Grill Heater, quick defrost, Eco mode. Shop Microwave Oven at Samsung India.",-2.5211697,0.16855055,0.11237757,0.021257645,-2.5211697,0.16657369,0.4977124,0.06636088
solo microwave ovens,"28 L SlimFry™, Convection Microwave Oven, MC28H5025QB",Home Appliances,Microwave Ovens,Convection,"Buy 28L Convection Microwave Oven MC28H5025QB. Explore 28L Convection Microwave Oven including prices, offers, specifications & shop at Samsung India.","28 L SlimFry™, Convection Microwave Oven, MC28H5025QB Home Appliances Microwave Ovens Convection Buy 28L Convection Microwave Oven MC28H5025QB. Explore 28L Convection Microwave Oven including prices, offers, specifications & shop at Samsung India.",-2.63868,0.1083143,0.20288095,0.022609375,-2.63868,0.20096163,0.60066247,0.09568181
solo microwave ovens,"20L Full Glass Door, Solo Microwave Oven, MS20A3010AL",Home Appliances,Microwave Ovens,Solo,"Buy 20L Microwave oven (MS20A3010AL/TL) with Full Glass Door, Dual dial, LED Lighting. Shop Microwave Ovens at Samsung India.","20L Full Glass Door, Solo Microwave Oven, MS20A3010AL Home Appliances Microwave Ovens Solo Buy 20L Microwave oven (MS20A3010AL/TL) with Full Glass Door, Dual dial, LED Lighting. Shop Microwave Ovens at Samsung India.",8.443484,0.9216567,0.96256495,0.9219758,8.443484,0.7801122,0.95147794,0.9991725
solo microwave ovens,"23L Healthy Steam Cook, Solo Microwave Oven, MS23T5012UK",Home Appliances,Microwave Ovens,Solo,"Buy Solo MWO with Healty Steam (MS23T5012UK/TL). Explore features, price & offers. Shop Microwave Ovens at Samsung India.","23L Healthy Steam Cook, Solo Microwave Oven, MS23T5012UK Home Appliances Microwave Ovens Solo Buy Solo MWO with Healty Steam (MS23T5012UK/TL). Explore features, price & offers. Shop Microwave Ovens at Samsung India.",7.8482924,0.9425689,0.8877563,0.88323545,7.8482924,0.78786284,0.9466691,0.99637115
solo microwave ovens,"23L Dual Dial, Solo Microwave Oven, MS23F300EEK",Home Appliances,Microwave Ovens,Solo,"Buy 23L Solo Microwave Oven MS23F300EEK. Explore 23L Solo Microwave Oven including prices, offers, specifications & shop at Samsung India.","23L Dual Dial, Solo Microwave Oven, MS23F300EEK Home Appliances Microwave Ovens Solo Buy 23L Solo Microwave Oven MS23F300EEK. Explore 23L Solo Microwave Oven including prices, offers, specifications & shop at Samsung India.",8.253795,0.9428467,0.95946807,0.9478879,8.253795,0.77033454,0.9470952,0.9985581
solo microwave ovens,"23L Ceramic Enamel Cavity, Solo Microwave Oven, MS23K3513AK",Home Appliances,Microwave Ovens,Solo,Buy 23L Solo Microwave Oven MS23K3513AK with Eco Mode & Quick Defrost In Black & purchase. Shop Solo Microwave Oven at Samsung India.,"23L Ceramic Enamel Cavity, Solo Microwave Oven, MS23K3513AK Home Appliances Microwave Ovens Solo Buy 23L Solo Microwave Oven MS23K3513AK with Eco Mode & Quick Defrost In Black & purchase. Shop Solo Microwave Oven at Samsung India.",8.517555,0.9539075,0.9795091,0.9595732,8.517555,0.791543,0.94710207,0.9989753
solo microwave ovens,"23L Grill Fry, Grill Microwave Oven, MG23T5012CK",Home Appliances,Microwave Ovens,Grill,"Buy Grill MWO with Grill Fry (Crusty Plate) (MG23T5012CK/TL). Explore features, price & offers. Shop Microwave Ovens at Samsung India.","23L Grill Fry, Grill Microwave Oven, MG23T5012CK Home Appliances Microwave Ovens Grill Buy Grill MWO with Grill Fry (Crusty Plate) (MG23T5012CK/TL). Explore features, price & offers. Shop Microwave Ovens at Samsung India.",-2.7541254,0.14285049,0.1609054,0.016396664,-2.7541254,0.16794108,0.4700883,0.070734054
solo microwave ovens,"23L Quick Defrost, Grill Microwave Oven, MG23K3515AK",Home Appliances,Microwave Ovens,Grill,"Buy 23L Grill Microwave with Quick Defrost MG23K3515AK with Quick Defrost, Browning Plus & more including prices, offers, specifications.","23L Quick Defrost, Grill Microwave Oven, MG23K3515AK Home Appliances Microwave Ovens Grill Buy 23L Grill Microwave with Quick Defrost MG23K3515AK with Quick Defrost, Browning Plus & more including prices, offers, specifications.",-3.2827709,0.14824365,0.06806601,0.016152881,-3.2827709,0.16277988,0.5163409,0.062481616
3 door fridge,224 L Curd Maestro™ Double Door Refrigerator RT28C3C32RZ,Home Appliances,Refrigerators,Double Door,"224 L Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt28C3C32Rz/Hl Explore Specs & Shop Best Refrigerators  At Samsung India.","224 L Curd Maestro™ Double Door Refrigerator RT28C3C32RZ Home Appliances Refrigerators Double Door 224 L Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt28C3C32Rz/Hl Explore Specs & Shop Best Refrigerators  At Samsung India.",0.3245425,0.11964873,0.15148747,0.07718228,0.3245425,0.38105357,0.8785561,0.19923735
3 door fridge,870 L BESPOKE 4-Door Flex French Door Refrigerator RF90A92W3AP,Home Appliances,Refrigerators,French Door,"Buy Bespoke French Door Refrigerator in White (RF90A92W3AP/TL). Explore features, price & offers. Shop four door fridge at Samsung India.","870 L BESPOKE 4-Door Flex French Door Refrigerator RF90A92W3AP Home Appliances Refrigerators French Door Buy Bespoke French Door Refrigerator in White (RF90A92W3AP/TL). Explore features, price & offers. Shop four door fridge at Samsung India.",3.3520823,0.19102418,0.17611119,0.15047374,3.3520823,0.43841302,0.8762904,0.38486195
3 door fridge,215 L Horizontal Curve Design Single Door Refrigerator RR23D2H23BX,Home Appliances,Refrigerators,One Door,"Buy 215L Digi Touch Cool Single Door Refrigerator online black with Crown Door Design, Toughened Glass, LED Lamp. Know more features, price & specs visit here.","215 L Horizontal Curve Design Single Door Refrigerator RR23D2H23BX Home Appliances Refrigerators One Door Buy 215L Digi Touch Cool Single Door Refrigerator online black with Crown Door Design, Toughened Glass, LED Lamp. Know more features, price & specs visit here.",1.5181386,0.26948902,0.064158075,0.049478523,1.5181386,0.23186766,0.63228846,0.03377155
3 door fridge,183 L Stylish Grandé Design Single Door Refrigerator RR20D1723RZ,Home Appliances,Refrigerators,One Door,"Buy 183L Stylish Grandé Design Single Door Refrigerator. Avail exchange benefits, no cost emi, instant bank discount. To know more visit here.","183 L Stylish Grandé Design Single Door Refrigerator RR20D1723RZ Home Appliances Refrigerators One Door Buy 183L Stylish Grandé Design Single Door Refrigerator. Avail exchange benefits, no cost emi, instant bank discount. To know more visit here.",0.9743997,0.2552628,0.021613518,0.0373024,0.9743997,0.25338158,0.780176,0.13870521
3 door fridge,183 L Stylish Grandé Design Single Door Refrigerator RR20D1823RZ,Home Appliances,Refrigerators,One Door,"Buy 183L Stylish Grandé Design Single Door Refrigerator. Avail exchange benefits, no cost emi, instant bank discount. To know more visit Samsung India.","183 L Stylish Grandé Design Single Door Refrigerator RR20D1823RZ Home Appliances Refrigerators One Door Buy 183L Stylish Grandé Design Single Door Refrigerator. Avail exchange benefits, no cost emi, instant bank discount. To know more visit Samsung India.",0.690127,0.22358422,0.020935252,0.04014396,0.690127,0.25139296,0.76624084,0.15693168
3 door fridge,223 L Stylish Grandé Design Single Door Refrigerator RR24D2Z23CU,Home Appliances,Refrigerators,One Door,"Buy 223L Horizontal Curve Design Single Door Refrigerator online blue. Avail exchange benefits, No Cost EMI, 10%Instant Bank Discount. To Know more visit here.","223 L Stylish Grandé Design Single Door Refrigerator RR24D2Z23CU Home Appliances Refrigerators One Door Buy 223L Horizontal Curve Design Single Door Refrigerator online blue. Avail exchange benefits, No Cost EMI, 10%Instant Bank Discount. To Know more visit here.",1.1078041,0.2708878,0.028769601,0.03892002,1.1078041,0.23281537,0.66104907,0.07899637
3 door fridge,363 L Twin Cooling Plus™ Double Door Refrigerator RT39C553EBX,Home Appliances,Refrigerators,Double Door,"363 L Double Door Refrigerator online in various size, Colors & designs at best prices RT39C553EBX/HL Explore Specs & shop best refrigerators  at Samsung India.","363 L Twin Cooling Plus™ Double Door Refrigerator RT39C553EBX Home Appliances Refrigerators Double Door 363 L Double Door Refrigerator online in various size, Colors & designs at best prices RT39C553EBX/HL Explore Specs & shop best refrigerators  at Samsung India.",1.4109031,0.13205945,0.12076705,0.0695446,1.4109031,0.57323295,0.8966678,0.2804464
3 door fridge,256 L Digital Inverter Technology Double Door Refrigerator RT30C3433S9,Home Appliances,Refrigerators,Double Door,"256 L Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt30C3433S9/Hl Explore Specs & Shop Best Refrigerators  At Samsung India.","256 L Digital Inverter Technology Double Door Refrigerator RT30C3433S9 Home Appliances Refrigerators Double Door 256 L Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt30C3433S9/Hl Explore Specs & Shop Best Refrigerators  At Samsung India.",-0.1577691,0.1150275,0.11523997,0.077579394,-0.1577691,0.25431442,0.6070769,0.16804671
3 door fridge,236 L Convertible Freezer Double Door Refrigerator RT28C3733S8,Home Appliances,Refrigerators,Double Door,"Explore the benefits, features & offers of 236L Convertible Freezer Double Door Refrigerator RT28C3733S8/HL Buy best Refrigerators for you at Samsung India.","236 L Convertible Freezer Double Door Refrigerator RT28C3733S8 Home Appliances Refrigerators Double Door Explore the benefits, features & offers of 236L Convertible Freezer Double Door Refrigerator RT28C3733S8/HL Buy best Refrigerators for you at Samsung India.",-0.21065994,0.10073851,0.07667324,0.07524325,-0.21065994,0.23576874,0.6047421,0.12037671
3 door fridge,236 L Digital Inverter Technology Double Door Refrigerator RT28C3053S8,Home Appliances,Refrigerators,Double Door,"236 L Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt28C3053S8/Hl Explore Specs & Shop Best Refrigerators  At Samsung India.","236 L Digital Inverter Technology Double Door Refrigerator RT28C3053S8 Home Appliances Refrigerators Double Door 236 L Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt28C3053S8/Hl Explore Specs & Shop Best Refrigerators  At Samsung India.",-0.005963251,0.1110887,0.13676277,0.06898299,-0.005963251,0.25736174,0.6194021,0.0967437
3 door fridge,322 L Twin Cooling Plus™ Double Door Refrigerator RT37C4523S8,Home Appliances,Refrigerators,Double Door,"Explore the benefits, features & offers of 322L Convertible 5in1 Double Door Refrigerator RT37C4523S8/HL Buy best Refrigerators for you at Samsung India.","322 L Twin Cooling Plus™ Double Door Refrigerator RT37C4523S8 Home Appliances Refrigerators Double Door Explore the benefits, features & offers of 322L Convertible 5in1 Double Door Refrigerator RT37C4523S8/HL Buy best Refrigerators for you at Samsung India.",0.5757346,0.121517465,0.19818595,0.11033391,0.5757346,0.24842462,0.62163234,0.4045005
3 door fridge,256 L Convertible Freezer Double Door Refrigerator RT30C3733BX,Home Appliances,Refrigerators,Double Door,"RT30C3733 Top Mount Freezer with Convertible Freezer (RT30C3733BX/HL) - Explore the benefits, features & offers of this product. Know more and buy best Refrigerators for you at Samsung India.","256 L Convertible Freezer Double Door Refrigerator RT30C3733BX Home Appliances Refrigerators Double Door RT30C3733 Top Mount Freezer with Convertible Freezer (RT30C3733BX/HL) - Explore the benefits, features & offers of this product. Know more and buy best Refrigerators for you at Samsung India.",0.0052872,0.111754194,0.15536621,0.09716742,0.0052872,0.23527957,0.5865001,0.06880109
3 door fridge,301 L Twin Cooling Plus™ Double Door Refrigerator RT34C4523B1,Home Appliances,Refrigerators,Double Door,"Explore the benefits, features & offers of 301L Twin Cooling Plus™ Double Door Refrigerator RT34C4523B1/HL Buy best Refrigerators for you at Samsung India.","301 L Twin Cooling Plus™ Double Door Refrigerator RT34C4523B1 Home Appliances Refrigerators Double Door Explore the benefits, features & offers of 301L Twin Cooling Plus™ Double Door Refrigerator RT34C4523B1/HL Buy best Refrigerators for you at Samsung India.",0.4630608,0.12083899,0.15931788,0.067803614,0.4630608,0.2290963,0.5784038,0.084234655
